Concept nr.	Concept	Set	Standard Transcription	List ID	Code	Comment	Stem	Confirmed	Source	Mediator	Add	cognate
12	the blister	12 - 28	пиНкьа	19	D_Karata	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пиНкьа	53	Karata1	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пиНкьа	55	Karata3	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пиНкьа	56	Karata4	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пинкь	150	E_Avar	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пиНкьа	154	Anchikh1	NA	28	NA	NA	NA	NA	NA
12	the blister	12 - 28	пиНкьа	158	Tukita3	NA	28	NA	NA	NA	NA	yes
12	the blister	12 - 28	пиНкьа	160	Tukita5	NA	28	NA	NA	NA	NA	yes
12	the blister	12 - 34	руц1	146	D_Bagvalal	CHECK_DICT	34	NA	NA	NA	NA	yes
12	the blister	12 - 35	ахкарг	151	E_Chechen	NA	35	NA	NA	NA	NA	NA
12	the blister	12 - 37	"نَفْطَة
"	149	E_Arabic	naf̊ṭaẗ	37	NA	NA	NA	NA	NA
13	the boar	13 - 3	gorāz	153	E_Persian	NA	3	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	13	E_Azerbaijani	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	19	D_Karata	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	22	E_Russian	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	23	D_Rutul	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	23	D_Rutul	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	26	Darvag1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	28	Darvag3	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	29	Darvag4	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	29	Darvag4	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	51	Ikhrek4	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	52	Ilisu1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	53	Karata1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	55	Karata3	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	82	Kiche2	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	101	Qax2	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	102	Qax3	CONFIRMED	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	106	Qax7	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	108	Qax9	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	112	Rutul1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	126	Tukita1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	133	Yersi1	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	134	Yersi2	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	135	Yersi3	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	qaban	140	D_Archi	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъапáн	143	Tlibisho2	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъапáн	146	D_Bagvalal	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	150	E_Avar	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	къабан	152	E_Kumyk	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	172	Kina4	мужской	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	173	Kina5	самец или дикий	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	кабан	176	Kina1a	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 6	хъабан	158	Tukita3	NA	6	NA	NA	NA	NA	NA
13	the boar	13 - 9	t'axi	1	Alibeglo1	NA	9	NA	NA	NA	NA	NA
13	the boar	13 - 9	t'axi	96	Meshabash1	NA	9	NA	NA	NA	NA	NA
13	the boar	13 - 9	t’axe	141	D_Bezhta2	NA	9	NA	NA	NA	NA	NA
13	the boar	13 - 9	t'axi	148	E_Georgian	NA	9	NA	NA	NA	NA	NA
13	the boar	13 - 10	жили сил	24	D_Tabasaran	NA	10	NA	NA	NA	NA	NA
13	the boar	13 - 10	жили сил	24	D_Tabasaran	NA	10	NA	NA	NA	NA	NA
13	the boar	13 - 11	г1алхул болъон	9	D_Botlikh	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	19	D_Karata	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	150	E_Avar	свинья	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	154	Anchikh1	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	155	Anchikh2	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	157	Tukita2	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	159	Tukita4	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 11	болъон	160	Tukita5	NA	11	NA	NA	NA	NA	NA
13	the boar	13 - 13	боров	22	E_Russian	NA	13	NA	NA	NA	NA	NA
13	the boar	13 - 17	даран вакк	10	D_Agul	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	21	D_Lezgian	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	66	Khlyut1	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	67	Khlyut2	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	68	Khlyut3	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	69	Khlyut4	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	70	Khlyut5	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 17	вак	165	Fiy1	NA	17	NA	NA	NA	NA	NA
13	the boar	13 - 19	гьиНчIáб	146	D_Bagvalal	NA	19	NA	NA	NA	NA	NA
13	the boar	13 - 19	нал	151	E_Chechen	NA	19	NA	NA	NA	NA	NA
13	the boar	13 - 20	ххунт1а	16	D_Gagatli	NA	20	NA	NA	NA	NA	yes
13	the boar	13 - 20	ххунт1а	111	Rikvani1	NA	20	NA	NA	NA	NA	yes
13	the boar	13 - 20	ххунт1а	138	Zilo2	NA	20	NA	NA	NA	NA	yes
13	the boar	13 - 21	вепрь	22	E_Russian	NA	21	NA	NA	NA	NA	NA
13	the boar	13 - 23	ахта сил	24	D_Tabasaran	NA	23	NA	NA	NA	NA	NA
13	the boar	13 - 25	gareuli ʁori	148	E_Georgian	NA	25	NA	NA	NA	NA	NA
13	the boar	13 - 26	xuk-e vahši	153	E_Persian	NA	26	NA	NA	NA	NA	NA
13	the boar	13 - 27	лъункари	150	E_Avar	самец дикого кабана	27	NA	NA	NA	NA	NA
13	the boar	13 - 28	магаж	150	E_Avar	самка кабана	28	NA	NA	NA	NA	NA
13	the boar	13 - 30	"خِنْْزِيرذَكَر
"	149	E_Arabic	kẖin̊̊zīrdẖakar	30	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	13	E_Azerbaijani	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	21	D_Lezgian	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	24	D_Tabasaran	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	52	Ilisu1	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	66	Khlyut1	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	70	Khlyut5	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	101	Qax2	CONFIRMED	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	102	Qax3	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	106	Qax7	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	108	Qax9	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	bədən	135	Yersi3	беден оба (видимо, имелся в виду покойник и тело?)	2	NA	NA	NA	NA	NA
14	the body	14 - 2	badan	153	E_Persian	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	165	Fiy1	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	166	Fiy2	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	167	Gdym1	NA	2	NA	NA	NA	NA	NA
14	the body	14 - 2	беден	168	Gdym2	hint	2	NA	NA	NA	NA	NA
14	the body	14 - 3	черххи	16	D_Gagatli	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 3	черххе	19	D_Karata	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 3	čerχ	140	D_Archi	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 3	черх	150	E_Avar	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 3	черххи	156	Kvankhidatli1	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 3	черххе	160	Tukita5	NA	3	NA	NA	NA	NA	NA
14	the body	14 - 4	жасад	21	D_Lezgian	NA	4	NA	NA	NA	NA	NA
14	the body	14 - 4	жасад	70	Khlyut5	NA	4	NA	NA	NA	NA	NA
14	the body	14 - 5	"جِسْم
"	149	E_Arabic	jis̊m	5	NA	NA	NA	NA	NA
14	the body	14 - 6	лага	9	D_Botlikh	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 20	къулагIи	18	D_Hinuq	NA	20	NA	NA	NA	NA	NA
14	the body	14 - 6	лага	18	D_Hinuq	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 6	лага	19	D_Karata	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 6	laga	141	D_Bezhta2	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 6	лáга	142	Tlibisho1	CONFIRMED	6	NA	NA	NA	NA	NA
14	the body	14 - 6	лáга	143	Tlibisho2	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 6	лáга	146	D_Bagvalal	NA	6	NA	NA	NA	NA	NA
14	the body	14 - 9	sxeuli	103	Qax4	NA	9	NA	NA	NA	NA	NA
14	the body	14 - 9	sxeuli	148	E_Georgian	NA	9	NA	NA	NA	NA	NA
14	the body	14 - 10	tan	153	E_Persian	NA	10	NA	NA	NA	NA	NA
14	the body	14 - 11	гьиро	25	D_Tsez	NA	11	NA	NA	NA	NA	yes
14	the body	14 - 12	дег1	151	E_Chechen	NA	12	NA	NA	NA	NA	NA
14	the body	14 - 13	джан	10	D_Agul	NA	13	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъала	9	D_Botlikh	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъала	18	D_Hinuq	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъала	18	D_Hinuq	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	q’arq’ala	141	D_Bezhta2	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъáла	142	Tlibisho1	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъáла	143	Tlibisho2	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъáла	144	Tlibisho3	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъáла	145	Tlibisho4	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъáла	146	D_Bagvalal	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъала	150	E_Avar	скелет	14	NA	NA	NA	NA	NA
14	the body	14 - 14	къаркъара	152	E_Kumyk	NA	14	NA	NA	NA	NA	NA
14	the body	14 - 17	тело	22	E_Russian	NA	17	NA	NA	NA	NA	NA
14	the body	14 - 19	жендек	21	D_Lezgian	NA	19	NA	NA	NA	NA	NA
14	the body	14 - 19	жандак	24	D_Tabasaran	тело	19	NA	NA	NA	NA	NA
14	the body	14 - 19	жендек	69	Khlyut4	NA	19	NA	NA	NA	NA	NA
14	the body	14 - 19	жендек	70	Khlyut5	NA	19	NA	NA	NA	NA	NA
15	the bottle	15 - 1	botli	148	E_Georgian	NA	1	NA	NA	NA	NA	NA
15	the bottle	15 - 2	botri	153	E_Persian	NA	2	NA	NA	NA	NA	NA
15	the bottle	15 - 3	бутылка	22	E_Russian	NA	3	NA	NA	NA	NA	NA
15	the bottle	15 - 3	бутылка	24	D_Tabasaran	NA	3	NA	NA	NA	NA	NA
15	the bottle	15 - 5	šuša	8	Bezhta1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуша	10	D_Agul	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	13	E_Azerbaijani	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуша	18	D_Hinuq	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	19	D_Karata	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	21	D_Lezgian	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	23	D_Rutul	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	25	D_Tsez	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	26	Darvag1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	48	Ikhrek1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	49	Ikhrek2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	50	Ikhrek3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	51	Ikhrek4	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	52	Ilisu1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	53	Karata1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	55	Karata3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	56	Karata4	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	66	Khlyut1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	67	Khlyut2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	68	Khlyut3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	70	Khlyut5	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	81	Kiche1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	82	Kiche2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	83	Kidero1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	84	Kidero2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	85	Kidero3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	101	Qax2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	106	Qax7	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	108	Qax9	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	112	Rutul1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	126	Tukita1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	133	Yersi1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	134	Yersi2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	şüşə	135	Yersi3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	šuša	140	D_Archi	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	šuša	141	D_Bezhta2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишá	142	Tlibisho1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишá	143	Tlibisho2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишá	144	Tlibisho3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишá	145	Tlibisho4	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишá	146	D_Bagvalal	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	150	E_Avar	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	151	E_Chechen	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шиша	152	E_Kumyk	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	154	Anchikh1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	155	Anchikh2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	šuša	161	Bezhta2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	ШУЬШЕ	168	Gdym2	confirmed	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	169	Khnov1	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	170	Khnov2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	171	Khnov3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	172	Kina4	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	173	Kina5	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	174	Kina3a	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	175	Kina2a	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шуьше	176	Kina1a	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	157	Tukita2	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	158	Tukita3	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	159	Tukita4	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 5	шишав	160	Tukita5	NA	5	NA	NA	NA	NA	NA
15	the bottle	15 - 8	"زُجَاجَة
"	149	E_Arabic	zujājaẗ	8	NA	NA	NA	NA	NA
15	the bottle	15 - 9	макълашка	9	D_Botlikh	NA	9	NA	NA	NA	NA	NA
16	the boundary	16 - 1	дазу	10	D_Agul	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	дазу	16	D_Gagatli	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	дазу	137	Zilo1	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	дазу	138	Zilo2	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	daˤzi	140	D_Archi	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	доза	151	E_Chechen	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 1	дазу	152	E_Kumyk	NA	1	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	13	E_Azerbaijani	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	21	D_Lezgian	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	23	D_Rutul	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	cяргьят	24	D_Tabasaran	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	cяргьят	24	D_Tabasaran	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	28	Darvag3	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	48	Ikhrek1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	49	Ikhrek2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	50	Ikhrek3	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	51	Ikhrek4	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	52	Ilisu1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	66	Khlyut1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	67	Khlyut2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	68	Khlyut3	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	69	Khlyut4	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	70	Khlyut5	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	81	Kiche1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	82	Kiche2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	101	Qax2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	102	Qax3	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	106	Qax7	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	108	Qax9	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	112	Rutul1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	133	Yersi1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	sərhəd	134	Yersi2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	167	Gdym1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	СЕРГЬЯТ	168	Gdym2	hint	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	169	Khnov1	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	170	Khnov2	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	172	Kina4	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	173	Kina5	са1ргьа1т	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	174	Kina3a	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	175	Kina2a	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 2	саргьаIт	176	Kina1a	NA	2	NA	NA	NA	NA	NA
16	the boundary	16 - 4	حَدّ	149	E_Arabic	ḥad̃	4	NA	NA	NA	NA	NA
16	the boundary	16 - 4	hadd	153	E_Persian	NA	4	NA	NA	NA	NA	NA
16	the boundary	16 - 7	karān	153	E_Persian	NA	7	NA	NA	NA	NA	NA
16	the boundary	16 - 7	karān	153	E_Persian	NA	7	NA	NA	NA	NA	NA
16	the boundary	16 - 8	marz	153	E_Persian	NA	8	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	1	Alibeglo1	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	96	Meshabash1	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	103	Qax4	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	104	Qax5	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	105	Qax6	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 11	sazʁvari	148	E_Georgian	NA	11	NA	NA	NA	NA	NA
16	the boundary	16 - 12	атIуб	10	D_Agul	NA	12	NA	NA	NA	NA	NA
16	the boundary	16 - 14	örqi	8	Bezhta1	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	18	D_Hinuq	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	18	D_Hinuq	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	19	D_Karata	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	ГIУРХЪИ	25	D_Tsez	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	ГIУРХЪИ	83	Kidero1	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	ГIУРХЪИ	84	Kidero2	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	ГIУРХЪИ	85	Kidero3	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	126	Tukita1	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	örqi	141	D_Bezhta2	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	142	Tlibisho1	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	143	Tlibisho2	граница между селениями	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	144	Tlibisho3	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	145	Tlibisho4	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIорхъи	146	D_Bagvalal	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	гIурхъи	150	E_Avar	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	154	Anchikh1	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	155	Anchikh2	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	157	Tukita2	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	158	Tukita3	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 14	г1орхъе	159	Tukita4	NA	14	NA	NA	NA	NA	NA
16	the boundary	16 - 16	граница	22	E_Russian	NA	16	NA	NA	NA	NA	NA
16	the boundary	16 - 17	ГЪАЯТ	21	D_Lezgian	NA	17	NA	NA	NA	NA	NA
16	the boundary	16 - 17	ГЪАЯТ	70	Khlyut5	NA	17	NA	NA	NA	NA	NA
16	the boundary	16 - 19	к1вар	24	D_Tabasaran	NA	19	NA	NA	NA	NA	NA
16	the boundary	16 - 20	квал акьувус	10	D_Agul	NA	20	NA	NA	NA	NA	NA
16	the boundary	16 - 21	кух	18	D_Hinuq	NA	21	NA	NA	NA	NA	NA
16	the boundary	16 - 22	лах	18	D_Hinuq	NA	22	NA	NA	NA	NA	NA
16	the boundary	16 - 22	лах	18	D_Hinuq	NA	22	NA	NA	NA	NA	NA
16	the boundary	16 - 24	межа	22	E_Russian	NA	24	NA	NA	NA	NA	NA
16	the boundary	16 - 25	раг1а-ракьанлъи	9	D_Botlikh	NA	25	NA	NA	NA	NA	NA
16	the boundary	16 - 26	рахъ	18	D_Hinuq	NA	26	NA	NA	NA	NA	NA
16	the boundary	16 - 28	х1ат	19	D_Karata	NA	28	NA	NA	NA	NA	NA
17	the bow	17 - 1	гули	24	D_Tabasaran	NA	1	NA	NA	NA	NA	NA
17	the bow	17 - 2	декку	24	D_Tabasaran	NA	2	NA	NA	NA	NA	NA
17	the bow	17 - 4	kaman	13	E_Azerbaijani	NA	4	NA	NA	NA	NA	NA
17	the bow	17 - 4	xamān	153	E_Persian	NA	4	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	13	E_Azerbaijani	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	еюх	23	D_Rutul	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	26	Darvag1	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	27	Darvag2	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	28	Darvag3	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	29	Darvag4	NA	5	NA	NA	NA	NA	NA
17	the bow	17 - 5	yay	31	Darvag5	NA	5	NA	NA	NA	NA	NA
